,id,form,total_points,points_per_game,event_points,goals_scored,assists,clean_sheets,bonus,bps,influence,creativity,threat,ict_index
410,127,0.0,4,1.0,0,0,0,0,0,33,36.6,1.6,6.0,4.5
411,648,4.0,4,4.0,4,0,1,0,0,17,21.2,24.3,0.0,4.6
412,331,0.3,4,2.0,0,0,0,0,0,15,13.6,2.1,0.0,1.6
413,240,0.0,4,1.0,0,0,0,0,0,24,35.8,18.5,13.0,6.6
414,153,0.0,4,0.8,0,0,0,0,0,12,2.2,11.6,4.0,1.8
415,451,0.0,4,1.0,0,0,0,0,0,40,64.6,1.9,0.0,6.7
416,423,0.0,3,1.0,0,0,0,0,0,16,20.0,0.5,0.0,2.0
417,473,0.6,3,1.5,0,0,0,0,0,15,11.2,36.8,2.0,5.0
418,627,0.8,3,1.5,0,0,0,0,0,14,7.6,11.5,6.0,2.5
419,7,0.0,3,1.0,0,0,0,0,0,16,11.6,1.0,0.0,1.3
420,216,0.0,3,1.0,0,0,0,0,0,9,3.0,0.1,0.0,0.3
421,594,0.0,3,1.5,0,0,0,0,0,17,21.0,15.2,4.0,4.0
422,168,0.0,3,1.0,0,0,0,0,0,11,14.4,12.7,4.0,3.1
423,378,0.8,3,1.0,0,0,0,0,0,12,26.0,22.1,12.0,6.0
424,529,0.6,3,0.8,0,0,0,0,0,29,33.4,1.1,0.0,3.5
425,84,0.6,3,1.5,2,0,0,0,0,6,9.8,12.1,2.0,2.4
426,227,0.0,3,0.8,0,0,0,0,0,40,38.0,3.0,6.0,4.7
427,354,0.0,3,1.5,0,0,0,0,0,19,40.2,2.5,0.0,4.3
428,288,0.0,3,1.0,0,0,0,0,0,35,37.0,22.7,1.0,6.0
429,642,1.5,3,1.5,2,0,0,0,0,6,13.0,2.2,60.0,7.5
430,21,0.0,2,1.0,0,0,0,0,0,2,4.2,9.7,10.0,2.4
431,538,0.3,2,2.0,0,0,0,0,0,8,9.6,0.0,0.0,1.0
432,56,0.4,2,2.0,0,0,0,0,0,18,23.4,0.0,0.0,2.3
433,440,0.0,2,1.0,0,0,0,0,0,8,2.4,0.4,2.0,0.5
434,626,0.5,2,1.0,0,0,0,0,0,5,0.0,0.0,4.0,0.2
435,194,0.5,2,2.0,0,0,0,0,0,12,8.0,0.0,0.0,0.8
436,574,0.2,2,1.0,0,0,0,0,0,3,0.4,5.1,63.0,6.8
437,14,0.0,2,2.0,0,0,0,0,0,9,3.6,5.4,4.0,1.3
438,234,0.0,2,0.7,0,0,0,0,0,9,4.2,3.5,2.0,1.0
439,169,0.0,2,1.0,0,0,0,0,0,1,0.0,1.3,11.0,0.9
440,214,0.0,2,1.0,0,0,0,0,0,5,2.8,0.6,0.0,0.3
441,116,0.0,2,0.4,0,0,0,0,0,53,81.0,4.5,20.0,10.6
442,245,0.0,2,1.0,0,0,0,0,0,28,42.2,0.0,0.0,4.2
443,124,0.2,2,1.0,0,0,0,0,0,10,12.4,3.0,0.0,1.5
444,426,0.2,2,1.0,0,0,0,0,0,7,6.0,2.3,7.0,1.6
445,307,0.2,2,0.4,0,0,0,0,0,19,33.6,4.0,0.0,3.6
446,471,0.0,1,0.5,0,0,0,0,0,24,31.2,25.3,0.0,5.7
447,525,0.0,1,0.3,0,0,0,0,0,34,35.4,20.8,8.0,6.4
448,226,0.2,1,0.5,0,0,0,0,0,7,14.2,2.2,7.0,2.3
449,467,0.0,1,1.0,0,0,0,0,0,2,0.6,0.5,0.0,0.1
450,230,0.0,1,1.0,0,0,0,0,0,3,0.2,1.3,3.0,0.5
451,550,0.0,1,1.0,0,0,0,0,0,3,0.0,0.0,0.0,0.0
452,645,1.0,1,1.0,1,0,0,0,0,2,0.0,0.3,0.0,0.0
453,186,0.0,1,1.0,0,0,0,0,0,11,18.2,0.0,0.0,1.8
454,630,0.2,1,1.0,0,0,0,0,0,3,0.0,0.0,2.0,0.2
455,293,0.0,1,1.0,0,0,0,0,0,1,0.0,0.1,2.0,0.2
456,643,0.5,1,1.0,1,0,0,0,0,3,4.4,0.3,0.0,0.5
457,549,0.2,1,0.5,0,0,0,0,0,14,30.2,0.9,0.0,3.1
458,318,0.0,1,1.0,0,0,0,0,0,3,0.4,0.3,0.0,0.1
459,101,0.0,1,1.0,0,0,0,0,0,7,4.2,0.0,0.0,0.4
460,613,0.2,1,1.0,1,0,0,0,0,1,0.0,1.2,0.0,0.1
461,381,0.0,1,1.0,0,0,0,0,0,2,0.4,0.1,0.0,0.1
462,602,0.2,1,1.0,0,0,0,0,0,3,0.0,0.3,2.0,0.2
463,380,0.2,1,1.0,0,0,0,0,0,5,1.8,14.8,0.0,1.7
464,559,0.0,1,1.0,0,0,0,0,0,6,13.8,5.3,1.0,2.0
465,173,0.0,1,0.5,0,0,0,0,0,12,12.6,1.6,1.0,1.6
466,539,0.0,1,1.0,0,0,0,0,0,0,0.0,0.3,4.0,0.2
467,82,0.0,1,0.3,0,0,0,0,0,24,31.4,12.9,6.0,5.1
468,579,0.0,1,1.0,0,0,0,0,0,3,0.2,11.7,6.0,1.8
469,618,0.2,1,1.0,0,0,0,0,0,3,0.0,0.1,18.0,1.8
470,499,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
471,615,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
472,614,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
473,416,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
474,611,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
475,616,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
476,629,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
477,384,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
478,610,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
479,617,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
480,444,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
481,553,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
482,600,0.0,0,0.0,0,0,0,0,0,12,17.2,11.1,0.0,2.9
483,482,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
484,447,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
485,406,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
486,404,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
487,420,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
488,402,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
489,401,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
490,521,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
491,399,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
492,434,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
493,637,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
494,638,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
495,433,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
496,453,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
497,456,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
498,650,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
499,429,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
500,462,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
501,463,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
502,393,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
503,301,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
504,472,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
505,639,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
506,475,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
507,635,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
508,476,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
509,621,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
510,636,0.0,0,0.0,0,0,0,0,0,1,1.2,4.0,0.0,0.5
511,1,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
512,634,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
513,593,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
514,145,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
515,143,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
516,136,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
517,135,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
518,126,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
519,605,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
520,121,0.0,0,0.0,0,0,0,0,0,8,26.6,0.1,0.0,2.7
521,625,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
522,612,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
523,592,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
524,591,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
525,583,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
526,551,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
527,536,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
528,147,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
529,522,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
530,534,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
531,578,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
532,586,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
533,641,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
534,151,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
535,161,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
536,167,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
537,170,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
538,596,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
539,644,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
540,171,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
541,172,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
542,174,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
543,177,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
544,178,0.0,0,0.0,0,0,0,0,0,32,40.8,11.3,18.0,6.9
545,520,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
546,99,0.0,0,0.0,0,0,0,0,0,9,6.4,0.0,0.0,0.6
547,94,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
548,48,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
549,13,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
550,19,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
551,25,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
552,27,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
553,527,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
554,547,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
555,28,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
556,30,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
557,32,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
558,34,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
559,35,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
560,36,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
561,43,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
562,47,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
563,49,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
564,633,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
565,51,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
566,647,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
567,53,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
568,58,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
569,60,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
570,63,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
571,64,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
572,72,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
573,73,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
574,503,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
575,528,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
576,628,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
577,631,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
578,632,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
579,179,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
580,183,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
581,185,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
582,317,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
583,327,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
584,326,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
585,640,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
586,604,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
587,575,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
588,319,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
589,316,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
590,189,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
591,314,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
592,312,0.0,0,0.0,0,0,0,0,0,17,17.8,30.5,16.0,6.4
593,304,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
594,297,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
595,294,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
596,292,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
597,330,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
598,337,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
599,341,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
600,342,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
601,488,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
602,606,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
603,348,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
604,350,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
605,477,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
606,580,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
607,646,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
608,371,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
609,372,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
610,374,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
611,479,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
612,598,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
613,624,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
614,289,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
615,623,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
616,622,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
617,609,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
618,192,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
619,585,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
620,220,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
621,222,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
622,223,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
623,237,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
624,196,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
625,199,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
626,207,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
627,208,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
628,212,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
629,215,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
630,532,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
631,533,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
632,599,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
633,619,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
634,267,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
635,608,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
636,595,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
637,552,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
638,537,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
639,285,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
640,269,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
641,607,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
642,620,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
643,601,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
644,265,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
645,257,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
646,2,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
647,242,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
648,649,0.0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
649,31,-0.2,-1,-1.0,0,0,0,0,0,1,0.8,0.7,0.0,0.2
